armSkuName;numberOfCores;osDiskSizeInMB;memoryInMB;maxDataDiskCount;meterName
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M128m;128;1047552;3891200;64;M128m Spot
Standard_M128m;128;1047552;3891200;64;M128m Spot
Standard_M128m;128;1047552;3891200;64;M128m Spot
Standard_M128m;128;1047552;3891200;64;M128m Spot
Standard_M128m;128;1047552;3891200;64;M128m Spot
Standard_M128m;128;1047552;3891200;64;M128m Spot
Standard_M128m;128;1047552;3891200;64;M128m Spot
Standard_M128m;128;1047552;3891200;64;M128m Spot
Standard_M128m;128;1047552;3891200;64;M128m Spot
Standard_M128m;128;1047552;3891200;64;M128m Spot
Standard_M128m;128;1047552;3891200;64;M128m Spot
Standard_M128m;128;1047552;3891200;64;M128m Spot
Standard_M128m;128;1047552;3891200;64;M128m Spot
Standard_M128m;128;1047552;3891200;64;M128m Spot
Standard_M128m;128;1047552;3891200;64;M128m Spot
Standard_M128m;128;1047552;3891200;64;M128m Spot
Standard_M128m;128;1047552;3891200;64;M128m Spot
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D16s_v3;16;1047552;65536;32;D16s v3 Spot
Standard_D16s_v3;16;1047552;65536;32;D16s v3 Spot
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_D16s_v3;16;1047552;65536;32;D16s v3 Spot
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_M32ts;32;1047552;196608;32;M32ts Spot
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_M64s;64;1047552;1048576;64;M64s Spot
Standard_DS14_v2;16;1047552;114688;64;DS14 v2
Standard_DS14_v2;16;1047552;114688;64;DS14 v2
Standard_DS14_v2;16;1047552;114688;64;DS14 v2
Standard_DS14_v2;16;1047552;114688;64;DS14 v2
Standard_DS14_v2;16;1047552;114688;64;DS14 v2
Standard_DS14_v2;16;1047552;114688;64;DS14 v2
Standard_DS14_v2;16;1047552;114688;64;DS14 v2
Standard_DS14_v2;16;1047552;114688;64;DS14 v2
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D48s_v3;48;1047552;196608;32;D48s v3 Low Priority
Standard_D48s_v3;48;1047552;196608;32;D48s v3 Low Priority
Standard_D48s_v3;48;1047552;196608;32;D48s v3 Low Priority
Standard_D48s_v3;48;1047552;196608;32;D48s v3 Low Priority
Standard_M192ids_v2;192;1047552;2097152;64;M192ids_v2 Spot
Standard_M192ids_v2;192;1047552;2097152;64;M192ids_v2 Spot
Standard_M192ids_v2;192;1047552;2097152;64;M192ids_v2 Spot
Standard_M192ids_v2;192;1047552;2097152;64;M192ids_v2 Spot
Standard_M192ids_v2;192;1047552;2097152;64;M192ids_v2 Spot
Standard_M192ids_v2;192;1047552;2097152;64;M192ids_v2 Spot
Standard_M192ids_v2;192;1047552;2097152;64;M192ids_v2 Spot
Standard_M192ids_v2;192;1047552;2097152;64;M192ids_v2 Spot
Standard_M192ids_v2;192;1047552;2097152;64;M192ids_v2 Spot
Standard_M192ids_v2;192;1047552;2097152;64;M192ids_v2 Spot
Standard_M192ids_v2;192;1047552;2097152;64;M192ids_v2 Spot
Standard_M192ids_v2;192;1047552;2097152;64;M192ids_v2 Spot
Standard_M192ids_v2;192;1047552;2097152;64;M192ids_v2 Spot
Standard_M192ids_v2;192;1047552;2097152;64;M192ids_v2 Spot
Standard_M192ids_v2;192;1047552;2097152;64;M192ids_v2 Spot
Standard_M192ids_v2;192;1047552;2097152;64;M192ids_v2 Spot
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D16as_v4;16;1047552;65536;32;D16as v4 Low Priority
Standard_D16as_v4;16;1047552;65536;32;D16as v4 Low Priority
Standard_D16as_v4;16;1047552;65536;32;D16as v4 Low Priority
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_D16s_v3;16;1047552;65536;32;D16s v3 Spot
Standard_D16s_v3;16;1047552;65536;32;D16s v3 Spot
Standard_D16s_v3;16;1047552;65536;32;D16s v3 Spot
Standard_D16s_v3;16;1047552;65536;32;D16s v3 Spot
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M128ms;128;1047552;3891200;64;M128ms Spot
Standard_M128ms;128;1047552;3891200;64;M128ms Spot
Standard_M128ms;128;1047552;3891200;64;M128ms Spot
Standard_M128ms;128;1047552;3891200;64;M128ms Spot
Standard_M128ms;128;1047552;3891200;64;M128ms Spot
Standard_M128ms;128;1047552;3891200;64;M128ms Spot
Standard_M128ms;128;1047552;3891200;64;M128ms Spot
Standard_M128ms;128;1047552;3891200;64;M128ms Spot
Standard_M128ms;128;1047552;3891200;64;M128ms Spot
Standard_M128ms;128;1047552;3891200;64;M128ms Spot
Standard_M128ms;128;1047552;3891200;64;M128ms Spot
Standard_M128ms;128;1047552;3891200;64;M128ms Spot
Standard_M128ms;128;1047552;3891200;64;M128ms Spot
Standard_M128ms;128;1047552;3891200;64;M128ms Spot
Standard_M128ms;128;1047552;3891200;64;M128ms Spot
Standard_M128ms;128;1047552;3891200;64;M128ms Spot
Standard_M128ms;128;1047552;3891200;64;M128ms Spot
Standard_M128ms;128;1047552;3891200;64;M128ms Spot
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_M64ms;64;1047552;1792000;64;M64ms Low Priority
Standard_E16bds_v5;16;1047552;131072;32;E16bds v5 Spot
Standard_E16bds_v5;16;1047552;131072;32;E16bds v5 Spot
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D48s_v3;48;1047552;196608;32;D48s v3 Low Priority
Standard_D48s_v3;48;1047552;196608;32;D48s v3 Low Priority
Standard_D48s_v3;48;1047552;196608;32;D48s v3 Low Priority
Standard_D48s_v3;48;1047552;196608;32;D48s v3 Low Priority
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_M208s_v2;208;1047552;2918400;64;M208s v2 Spot
Standard_D48s_v3;48;1047552;196608;32;D48s v3 Low Priority
Standard_D48s_v3;48;1047552;196608;32;D48s v3 Low Priority
Standard_D48s_v3;48;1047552;196608;32;D48s v3 Low Priority
Standard_D48s_v3;48;1047552;196608;32;D48s v3 Low Priority
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_DS3_v2;4;1047552;14336;16;DS3 v2 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_DS14_v2;16;1047552;114688;64;DS14 v2
Standard_DS14_v2;16;1047552;114688;64;DS14 v2
Standard_DS14_v2;16;1047552;114688;64;DS14 v2
Standard_DS14_v2;16;1047552;114688;64;DS14 v2
Standard_DS14_v2;16;1047552;114688;64;DS14 v2
Standard_DS14_v2;16;1047552;114688;64;DS14 v2
Standard_DS14_v2;16;1047552;114688;64;DS14 v2
Standard_DS14_v2;16;1047552;114688;64;DS14 v2
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_M32ls;32;1047552;262144;32;M32ls
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D16s_v3;16;1047552;65536;32;D16s v3 Spot
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D32s_v3;32;1047552;131072;32;D32s v3 Low Priority
Standard_D4s_v3;4;1047552;16384;8;D4s v3 Spot
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_M64ls;64;1047552;524288;64;M64ls
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_E20ds_v4;20;1047552;163840;32;E20ds v4 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
Standard_D8s_v3;8;1047552;32768;16;D8s v3 Low Priority
